Période;Valeur;Code;Type;Sous-type;Base;Population;Zone concernée;Code COICOP;Désignation COICOP;Série arrêtée;Référence INSEE
2022-08-01;118.22;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.4.2;Lait demi-écrémé ou écrémé;Non;1763896
2022-08-01;115.39;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.4.6;Autres produits laitiers;Non;1763900
2022-08-01;109.14;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.7.3;Légumes secs, autres légumes en conserve ou transformés;Non;1763915
2022-08-01;132.71;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02;Boissons alcoolisées, tabac et stupéfiants;Non;1763941
2022-08-01;114.89;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.2;Vin et boissons fermentées;Non;1763945
2022-08-01;100.85;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.1;Articles d'habillement;Non;1763959
2022-08-01;100.72;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.1.2.2;Vêtements pour femmes;Non;1763964
2022-08-01;96.79;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.1.2.3;Vêtements pour nourrissons et enfants;Non;1763965
2022-08-01;131.17;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5.4.9;Autres combustibles solides;Non;1764011
2022-08-01;102.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1.2.1;Tests de grossesse et dispositifs contraceptifs mécaniques;Non;1764074
2022-08-01;100.53;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1.3;Appareils et matériel thérapeutiques;Non;1764076
2022-08-01;109.82;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.1.3;Bicyclettes;Non;1764097
2022-08-01;163.15;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;08.1.0.1;Services d'expédition de courrier;Non;1764135
2022-08-01;110.54;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.2.2;Instruments de musique et biens durables destinés aux loisirs d'intérieur;Non;1764172
2022-08-01;108.32;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3;Autres articles et matériels de loisirs, de jardinage et animaux de compagnie;Non;1764177
2022-08-01;107.05;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.4.1.2 - Services récréatifs et sportifs;Participation;Non;1764196
2022-08-01;116.01;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.4.2.5;Services photographiques;Non;1764202
2022-08-01;113.53;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.5.2.0;Assurance habitation;Non;1764269
2022-08-01;114.28;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.7.0.3;Services funéraires;Non;1764281
2022-08-01;28.7;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Énergie : Produits pétroliers;Non;1768571
2022-08-01;4.8;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Autres services;Non;1768608
2022-08-01;0.9;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Ensemble hors énergie;Non;1768637
2022-08-01;88.11;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Produits manufacturés : Produits de santé;Non;1769698
2022-08-01;105.0;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Services de santé;Non;1769705
2022-08-01;114.29;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Alimentation;Non;1769717
2022-08-01;106.16;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Services de santé;Non;1769728
2022-08-01;99.86;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Services : Communications;Non;1769738
2022-08-01;138.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Énergie : Produits pétroliers;Non;1769749
2022-09-01;108.54;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.1.1;Riz;Non;1763420
2022-09-01;108.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.7.5;Chips;Non;1763467
2022-09-01;114.81;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1.2;Vin et boissons fermentées;Non;1763495
2022-09-01;106.61;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.3.1;Autres articles d'habillement;Non;1763517
2022-09-01;103.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.2.1;Chaussures diverses;Non;1763523
2022-09-01;102.82;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.1;Loyers effectifs;Non;1763530
2022-09-01;117.76;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.3.2;Services concernant l'entretien et les réparations du logement;Non;1763536
2022-09-01;105.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.4.1;Alimentation en eau;Non;1763544
2022-09-01;107.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.4.2.0;Collecte des ordures ménagères;Non;1763547
2022-09-01;102.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;06.1.2.1;Tests de grossesse et dispositifs contraceptifs mécaniques;Non;1763625
2022-09-01;94.93;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;06.1.3.2;Aides auditives;Non;1763629
2022-09-01;116.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.3.2.2;Transport de passagers en taxi ou voiture de location avec chauffeur;Non;1763672
2022-09-01;106.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.3.2.1;Équipement de sport;Non;1763733
2022-09-01;105.51;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.5.1;Livres;Non;1763758
2022-09-01;113.87;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;10.4.0.0;Enseignement supérieur;Non;1763780
2022-09-01;105.54;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.1;Soins corporels;Non;1763794
2022-09-01;111.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Ensemble non alimentaire;Non;1763854
2022-09-01;113.97;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.1.3;Pain;Non;1763872
2022-09-01;121.91;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.2.1;Boeuf et veau;Non;1763879
2022-09-01;125.96;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.2.4;Volaille;Non;1763882
2022-09-01;109.93;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.2.2.3;Jus de fruits et de légumes;Non;1763940
2022-09-01;103.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.1.2.1;Vêtements pour hommes;Non;1763963
2022-09-01;117.72;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.3.2;Services concernant l'entretien et les réparations du logement;Non;1763986
2022-09-01;115.42;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.1.1.1;Ameublement d'intérieur;Non;1764017
2022-09-01;95.19;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.3.2.3;Fers à repasser;Non;1764044
2022-09-01;115.27;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.3.3.0;Réparation d'appareils ménagers;Non;1764048
2022-09-01;116.93;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.4.0.2;Articles de coutellerie, couverts et argenterie;Non;1764052
2022-09-01;103.89;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.4;Services récréatifs et culturels;Non;1764193
2022-09-01;111.37;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.4.2.1;Cinéma, théâtre, concerts;Non;1764198
2022-09-01;110.91;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12;Biens et services divers;Non;1764242
2022-09-01;99.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.3.2.2;Articles de puériculture;Non;1764260
2022-09-01;115.79;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Supercarburant sans plomb indice d'octane 95;Non;1764285
2022-09-01;123.15;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation y compris tabac;Non;1764301
2022-09-01;4.9;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Autres produits manufacturés;Non;1768602
2022-09-01;8.8;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation y compris tabac;Non;1768609
2022-09-01;1.1;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Alimentation;Non;1768621
2022-09-01;-1.6;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Autres services;Non;1768633
2022-09-01;-0.9;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Ensemble non alimentaire;Non;1768640
2022-09-01;0.6;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation : Autres produits alimentaires;Non;1768656
2022-09-01;117.35;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Alimentation;Non;1769693
2022-09-01;107.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Services;Non;1769703
2022-09-01;107.94;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Services;Non;1769726
2022-09-01;108.18;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Ensemble des produits;Non;1769739
2022-09-01;137.65;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Produits frais;Non;1769766
2022-09-01;107.66;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Services;Non;1769774
2022-09-01;117.21;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Alimentation y compris tabac;Non;1769779
2022-09-01;109.94;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Services;Non;1759968
2022-09-01;-0.6;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Ensemble;Non;1768619
2022-10-01;113.31;A;Indice d'inflation sous-jacente;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;I.A.A hors viandes, produits laitiers et exotiques, y compris vins et champagnes;Non;1769683
2022-10-01;113.66;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;05.4;Verrerie, vaisselle et ustensiles de ménage;Non;1763381
2022-10-01;107.66;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;09.3;Autres articles et matériels de loisirs, de jardinage et animaux de compagnie;Non;1763398
2022-10-01;107.72;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;12.7;Autres services n.c.a.;Non;1763414
2022-10-01;110.71;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1.2.3;Vins enrichis en alcool;Non;1763498
2022-10-01;113.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.6;Biens et services pour l'entretien courant du foyer;Non;1763612
2022-10-01;107.13;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;08.2.0.1;Téléphones fixes;Non;1763690
2022-10-01;57.37;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;08.2.0.2;Téléphones portables;Non;1763691
2022-10-01;85.76;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.1.2.1;Appareils photo et caméras;Non;1763705
2022-10-01;102.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.2.3.0;Entretien et réparation des autres biens durables de loisirs et culturels;Non;1763727
2022-10-01;102.71;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.1.3.1;Articles de soins corporels non électriques;Non;1763802
2022-10-01;115.85;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.2;Vin et boissons fermentées;Non;1763945
2022-10-01;116.43;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.2.1;Vin;Non;1763946
2022-10-01;108.34;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.3.4;Boissons à base de bière;Non;10607374
2022-10-01;191.08;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.2.0.3;Autres produits du tabac;Non;1763957
2022-10-01;106.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.1.3;Autres articles et accessoires d'habillement;Non;1763966
2022-10-01;192.29;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5.2;Gaz;Non;1764005
2022-10-01;102.63;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1.3.1;Optique médicale;Non;1764077
2022-10-01;87.0;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.2;Matériel photographique et cinématographique et appareils optiques;Non;1764153
2022-10-01;85.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.4.2.3;Redevances et abonnements audio-visuels;Non;1764200
